track_name,track_artist,track_popularity,track_album_name,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_year,duration_sec
Middle Name,Thomston,34,Casual / Middle Name,a taste of the mainstream,pop,post-teen pop,0.545,0.743,8,-7.878,0,0.057,0.00626,0.000433,0.137,0.312,118.03,2019,241.84
Wait,IRIS,36,Wait,a taste of the mainstream,pop,post-teen pop,0.64,0.609,11,-7.955,1,0.0675,0.633,4.37e-05,0.112,0.342,86.087,2019,205.58
Out of Place,Brooke Sierra,33,Out of Place,a taste of the mainstream,pop,post-teen pop,0.717,0.545,7,-7.579,1,0.113,0.489,2.46e-06,0.134,0.398,95.043,2019,178.1
Love Me Too,Joseph Tilley,40,Love Me Too,a taste of the mainstream,pop,post-teen pop,0.871,0.443,4,-9.471,1,0.25,0.687,0.000765,0.0985,0.779,127.974,2019,202.5
Mad Man,Jena Rose,6,Mad Man,a taste of the mainstream,pop,post-teen pop,0.782,0.778,7,-5.356,1,0.0554,0.294,8.51e-06,0.269,0.567,109.943,2019,187.05
Lemontree,Julian Daniel,29,Lemontree,a taste of the mainstream,pop,post-teen pop,0.794,0.827,8,-5.249,1,0.117,0.0878,0.000215,0.109,0.331,111.972,2019,164.05
365,Ben Zaidi,32,365,a taste of the mainstream,pop,post-teen pop,0.758,0.509,0,-8.418,1,0.0371,0.277,0.000276,0.0829,0.667,141.024,2019,166.59
Joyride,SONIA,61,Joyride,a taste of the mainstream,pop,post-teen pop,0.738,0.677,10,-4.664,0,0.105,0.54,0.000101,0.118,0.397,167.995,2019,161.73
FOR YOUR EYES ONLY,Cashmere Cat,51,PRINCESS CATGIRL,a taste of the mainstream,pop,post-teen pop,0.435,0.427,8,-5.519,1,0.0346,0.896,0.00551,0.117,0.154,84.639,2019,188.67
Thought We Were in Love,CALI JEWLS,24,Thought We Were in Love,a taste of the mainstream,pop,post-teen pop,0.561,0.631,11,-8.898,0,0.0713,0.145,0.000666,0.117,0.223,195.952,2019,193.47
Anywhere u go,Tove Lo,55,Sunshine Kitty,a taste of the mainstream,pop,post-teen pop,0.598,0.721,1,-5.563,0,0.0652,0.7,0.0,0.119,0.34,175.981,2019,189.6
Home To You,Sigrid,58,Home To You,a taste of the mainstream,pop,post-teen pop,0.619,0.146,8,-14.439,1,0.0382,0.808,0.0,0.0971,0.288,139.533,2019,221.59
The Way I Loved You (RAC Mix),REYNA,31,The Way I Loved You (RAC Mix),a taste of the mainstream,pop,post-teen pop,0.7,0.827,3,-4.822,1,0.0414,0.464,0.000211,0.66,0.546,113.981,2019,185.39
On & On - Mixed,MØ,53,Walshy Fire Presents: MMMMØ - The Mix,a taste of the mainstream,pop,post-teen pop,0.648,0.647,5,-9.842,0,0.116,0.135,0.0,0.8,0.895,88.988,2019,210.56
colorblind,Mokita,61,colorblind,a taste of the mainstream,pop,post-teen pop,0.661,0.772,8,-5.054,1,0.0362,0.125,0.00015,0.119,0.186,146.002,2019,193.98
Black Heart,James Quick,23,The Fallen Few / Black Heart,a taste of the mainstream,pop,post-teen pop,0.652,0.456,7,-8.519,1,0.0303,0.0994,0.000161,0.182,0.735,120.021,2019,200.0
THAT BITCH,Bea Miller,66,THAT BITCH,a taste of the mainstream,pop,post-teen pop,0.778,0.738,2,-2.164,1,0.218,0.0103,0.0,0.55,0.626,162.132,2019,201.1
Graduation (with Juice WRLD),benny blanco,82,Graduation (with Juice WRLD),a taste of the mainstream,pop,post-teen pop,0.731,0.65,0,-5.286,1,0.271,0.107,0.0,0.124,0.605,154.968,2019,177.85
Over That,Emily Vaughn,44,Over That,a taste of the mainstream,pop,post-teen pop,0.805,0.429,6,-7.398,1,0.0512,0.222,2.2e-06,0.365,0.553,107.009,2017,205.37
Yellow Hearts,Ant Saunders,62,Yellow Hearts,a taste of the mainstream,pop,post-teen pop,0.866,0.399,7,-10.938,1,0.0745,0.117,0.0,0.0689,0.713,129.047,2019,223.26
useless,RUFUS,44,useless,a taste of the mainstream,pop,post-teen pop,0.808,0.342,4,-11.743,1,0.0368,0.111,1.02e-06,0.0847,0.486,91.987,2019,156.52
Deliriously Good,Rat City,45,Deliriously Good,a taste of the mainstream,pop,post-teen pop,0.609,0.842,5,-3.034,0,0.0419,0.0645,0.0,0.0828,0.792,100.078,2019,213.62
Wild Girl,Kito,60,Wild Girl,a taste of the mainstream,pop,post-teen pop,0.691,0.453,9,-10.525,0,0.0906,0.437,1.05e-05,0.2,0.465,126.049,2019,194.09
Do You Ever?,Phil Good,57,Do You Ever?,a taste of the mainstream,pop,post-teen pop,0.769,0.554,2,-6.789,1,0.0483,0.526,0.00309,0.105,0.764,104.058,2019,150.0
Be Fine (feat. Wafia),Ekali,56,Be Fine (feat. Wafia),a taste of the mainstream,pop,post-teen pop,0.51,0.675,0,-6.717,0,0.145,0.199,0.0,0.35,0.439,180.094,2019,159.66
Get Stüpid,bülow,67,Crystalline,a taste of the mainstream,pop,post-teen pop,0.843,0.797,11,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,2019,172.8
Back To You,Wells*,44,Back To You,a taste of the mainstream,pop,post-teen pop,0.54,0.559,5,-6.982,1,0.041,0.0498,0.0,0.12,0.463,164.76,2019,200.0
Workin' On It,Meghan Trainor,64,Workin' On It,a taste of the mainstream,pop,post-teen pop,0.631,0.466,1,-7.916,0,0.0463,0.482,0.0,0.213,0.321,135.817,2019,181.29
Sleepless,Chymes,36,Sleepless,a taste of the mainstream,pop,post-teen pop,0.84,0.459,0,-6.558,1,0.147,0.104,2.6e-05,0.108,0.505,132.983,2019,166.0
Push My Luck,The Chainsmokers,66,World War Joy...Push My Luck,a taste of the mainstream,pop,post-teen pop,0.584,0.643,2,-6.415,1,0.0395,0.288,0.0,0.186,0.53,90.036,2019,181.84
Regulars,Allie X,52,Regulars,a taste of the mainstream,pop,post-teen pop,0.732,0.667,6,-6.62,1,0.0391,0.032,0.000574,0.111,0.521,114.966,2019,221.78
Straight From The Bottle,Terror Jr,42,Come Outside And Break Your Heart,a taste of the mainstream,pop,post-teen pop,0.782,0.478,5,-6.659,1,0.0989,0.375,8.05e-05,0.0399,0.536,95.073,2019,167.51
Margaret's Hymn,Deborah's Child,34,Margaret's Hymn,a taste of the mainstream,pop,post-teen pop,0.737,0.369,9,-6.888,1,0.112,0.494,1.18e-06,0.244,0.494,129.988,2019,246.74
Kissing Other People,Lennon Stella,74,Kissing Other People,a taste of the mainstream,pop,post-teen pop,0.699,0.663,2,-5.697,1,0.0891,0.568,3.83e-06,0.13,0.379,94.042,2019,161.63
Minute,Parson James,38,Minute,a taste of the mainstream,pop,post-teen pop,0.699,0.672,0,-7.428,1,0.0548,0.237,2.51e-05,0.25,0.257,120.001,2019,174.07
Criminal,Grey,40,Criminal,a taste of the mainstream,pop,post-teen pop,0.674,0.519,5,-7.363,0,0.0451,0.4,0.0,0.11,0.29,103.899,2019,148.88
So Good,Dove Cameron,63,So Good,a taste of the mainstream,pop,post-teen pop,0.714,0.634,2,-7.03,0,0.0517,0.289,0.0,0.0785,0.356,95.093,2019,157.53
FUCK IT UP,Hearts & Colors,47,FUCK IT UP,a taste of the mainstream,pop,post-teen pop,0.715,0.52,6,-8.321,1,0.0413,0.207,0.0,0.209,0.306,104.066,2019,188.22
Trippin',Becoming Young,38,Trippin',a taste of the mainstream,pop,post-teen pop,0.832,0.493,1,-5.924,0,0.0759,0.056,0.0,0.349,0.831,114.034,2019,222.54
Sweettalk my Heart - Team Salut Remix,Tove Lo,51,Sweettalk my Heart (Team Salut Remix),a taste of the mainstream,pop,post-teen pop,0.76,0.716,1,-4.368,1,0.0445,0.0146,1.37e-05,0.109,0.58,111.004,2019,179.06
Lovely,Fly By Midnight,61,Lovely,a taste of the mainstream,pop,post-teen pop,0.548,0.715,0,-6.798,1,0.0511,0.143,2.21e-06,0.218,0.393,159.924,2019,176.98
Sad Songs In The Summer,Olivia O'Brien,63,It Was A Sad Fucking Summer,a taste of the mainstream,pop,post-teen pop,0.55,0.808,8,-4.44,1,0.102,0.213,0.000118,0.155,0.497,137.935,2019,178.0
Born to Rule,Transviolet,38,Born to Rule,a taste of the mainstream,pop,post-teen pop,0.555,0.834,7,-5.895,0,0.0397,0.0898,4.38e-05,0.094,0.475,169.955,2019,172.24
Tongue Tied (with YUNGBLUD & blackbear),Marshmello,61,Tongue Tied (with YUNGBLUD & blackbear),a taste of the mainstream,pop,post-teen pop,0.626,0.825,1,-2.673,0,0.0544,0.0239,0.0,0.415,0.447,93.004,2019,185.81
Mean It,Lauv,85,~how i'm feeling~,a taste of the mainstream,pop,post-teen pop,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998,2019,232.85
Tokyo Drifting (with Denzel Curry),Glass Animals,73,Tokyo Drifting,a taste of the mainstream,pop,post-teen pop,0.708,0.496,8,-8.175,0,0.0496,0.0816,0.000109,0.102,0.412,128.914,2019,217.69
Gold Jacket,Sam Tsui,29,Gold Jacket,a taste of the mainstream,pop,post-teen pop,0.652,0.544,0,-9.811,1,0.0558,0.0633,0.409,0.223,0.252,129.932,2019,266.4
Misery,Cashae,27,88:88,a taste of the mainstream,pop,post-teen pop,0.879,0.414,9,-5.514,0,0.107,0.0483,0.000413,0.0808,0.721,139.992,2019,161.32
4runner,prettyboyshav,46,4runner,a taste of the mainstream,pop,post-teen pop,0.636,0.642,1,-8.494,1,0.032,0.00488,1.52e-06,0.0928,0.609,125.006,2019,248.31
Crazy Stupid Bitch,Annika Grace,29,Crazy Stupid Bitch,a taste of the mainstream,pop,post-teen pop,0.535,0.562,1,-8.159,0,0.316,0.307,0.000868,0.111,0.35,90.076,2019,178.83
About Last Night,Kid Elliot,24,About Last Night,a taste of the mainstream,pop,post-teen pop,0.909,0.472,6,-8.298,0,0.114,0.332,0.000442,0.153,0.545,111.009,2019,177.84
Unstoppable,AJ Mitchell,51,Unstoppable,a taste of the mainstream,pop,post-teen pop,0.763,0.533,8,-7.148,0,0.0598,0.142,0.0,0.112,0.591,138.033,2019,195.11
Rolling Thunder,Yoshi Flower,19,Rolling Thunder,a taste of the mainstream,pop,post-teen pop,0.757,0.673,7,-6.733,1,0.185,0.0736,0.0,0.111,0.482,107.178,2019,169.07
One Second,Josh Arce,38,One Second,a taste of the mainstream,pop,post-teen pop,0.673,0.722,6,-5.324,1,0.122,0.152,0.0,0.0902,0.808,123.952,2019,201.5
Hotel Room,Lauren Sanderson,48,Hotel Room,a taste of the mainstream,pop,post-teen pop,0.679,0.485,0,-7.926,1,0.0598,0.0164,0.0,0.213,0.709,92.007,2019,164.35
Your Call Is Important to Us,Oscar Louis,32,Your Call Is Important to Us,a taste of the mainstream,pop,post-teen pop,0.597,0.319,2,-11.114,1,0.026,0.725,0.0171,0.155,0.43,80.014,2019,159.0
All I Do,ÊMIA,36,All I Do,a taste of the mainstream,pop,post-teen pop,0.519,0.578,1,-8.776,0,0.192,0.49,6.15e-05,0.144,0.683,115.032,2019,187.26
You Said,Olmos,30,You Said,a taste of the mainstream,pop,post-teen pop,0.574,0.664,1,-6.229,1,0.274,0.169,0.0,0.211,0.543,74.946,2019,195.2
Fuckboy,Dillistone,37,3rd Culture Kid,a taste of the mainstream,pop,post-teen pop,0.766,0.522,5,-8.397,1,0.141,0.379,0.0,0.107,0.526,89.98,2019,186.67
Glue,Lee Bowie,30,we come in peace,a taste of the mainstream,pop,post-teen pop,0.766,0.564,4,-7.062,0,0.0273,0.195,0.0,0.0991,0.929,97.968,2019,182.45
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,69,What Is Love? (Deluxe Edition),post teen pop,pop,post-teen pop,0.717,0.73,9,-4.729,0,0.0568,0.383,0.0,0.398,0.792,102.002,2018,251.17
Fight Song,Rachel Platten,79,Wildfire,post teen pop,pop,post-teen pop,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,2016,204.01
I'm Just a Kid,Simple Plan,70,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",post teen pop,pop,post-teen pop,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,2018,198.33
Locked Away,R. City,73,What Dreams Are Made Of,post teen pop,pop,post-teen pop,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,2015,227.48
Heart Made Up On You,R5,48,Sometime Last Night (Special Edition),post teen pop,pop,post-teen pop,0.749,0.779,5,-5.389,0,0.0337,0.0155,0.0,0.126,0.739,118.936,2015,179.68
Smile,R5,49,Sometime Last Night (Special Edition),post teen pop,pop,post-teen pop,0.61,0.789,1,-5.485,0,0.0378,0.00221,0.0,0.122,0.57,92.021,2015,201.53
The Less I Know The Better,Tame Impala,18,Currents,BALLARE - رقص,pop,post-teen pop,0.64,0.755,1,-4.077,0,0.0287,0.0138,0.0208,0.12,0.744,116.883,2015,216.32
This Is America,Childish Gambino,76,This Is America,BALLARE - رقص,pop,post-teen pop,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,2018,225.77
Pompen,Kraantje Pappie,53,Crane III,BALLARE - رقص,pop,post-teen pop,0.95,0.731,11,-4.485,0,0.199,0.0248,5.26e-05,0.107,0.574,126.998,2016,154.46
DUELE EL CORAZON,Enrique Iglesias,72,DUELE EL CORAZON,BALLARE - رقص,pop,post-teen pop,0.724,0.904,8,-3.354,0,0.0966,0.0786,0.0,0.226,0.846,90.999,2016,200.81
Habiba,Boef,57,Slaaptekort,BALLARE - رقص,pop,post-teen pop,0.898,0.813,8,-5.725,0,0.306,0.113,0.0,0.0854,0.771,126.986,2017,215.98
This Is What You Came For,Calvin Harris,79,This Is What You Came For,BALLARE - رقص,pop,post-teen pop,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,2016,222.16
Hotline Bling,Drake,0,Views,BALLARE - رقص,pop,post-teen pop,0.905,0.617,2,-8.039,1,0.0596,0.00287,0.00044,0.0484,0.572,134.972,2016,267.19
Havana,Camila Cabello,26,Havana,BALLARE - رقص,pop,post-teen pop,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,2017,216.9
Every Single Piece - Radio Edit,Redondo,23,Every Single Piece,BALLARE - رقص,pop,post-teen pop,0.688,0.595,11,-6.518,0,0.0416,0.0107,6.47e-05,0.111,0.359,119.946,2015,164.25
Together - Extended Mix,The Magician,11,Together,BALLARE - رقص,pop,post-teen pop,0.776,0.759,10,-5.956,0,0.0458,0.008,0.00234,0.0853,0.52,122.003,2015,264.01
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,20,Layers,BALLARE - رقص,pop,post-teen pop,0.793,0.729,0,-4.77,0,0.0394,0.08,3.1e-05,0.317,0.488,121.972,2016,195.55
Intoxicated - Original Mix,Martin Solveig,34,Intoxicated,BALLARE - رقص,pop,post-teen pop,0.804,0.877,0,-3.722,1,0.0609,0.00178,0.141,0.334,0.635,124.992,2015,257.28
The Party (This Is How We Do It) - Radio Edit,Joe Stone,24,The Party (This Is How We Do It),BALLARE - رقص,pop,post-teen pop,0.688,0.925,11,-4.338,0,0.0366,0.1,0.0,0.0401,0.623,123.984,2015,185.81
You Don't Know Me - Radio Edit,Jax Jones,14,You Don't Know Me,BALLARE - رقص,pop,post-teen pop,0.876,0.669,11,-6.054,0,0.138,0.163,0.0,0.185,0.682,124.007,2016,213.95
Adventure of a Lifetime,Coldplay,74,A Head Full of Dreams,BALLARE - رقص,pop,post-teen pop,0.638,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,111.995,2015,263.79
Hymn for the Weekend,Coldplay,77,A Head Full of Dreams,BALLARE - رقص,pop,post-teen pop,0.49,0.743,0,-5.155,0,0.0409,0.255,7.21e-06,0.3,0.363,89.974,2015,258.83
I Feel It Coming,The Weeknd,80,Starboy,BALLARE - رقص,pop,post-teen pop,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99,2016,269.19
How Long,Charlie Puth,17,How Long,BALLARE - رقص,pop,post-teen pop,0.849,0.581,1,-5.243,0,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,2017,198.24
Liquor Locker,Vic Mensa,1,There's Alot Going On,BALLARE - رقص,pop,post-teen pop,0.559,0.437,6,-7.086,0,0.149,0.0542,0.0,0.0551,0.485,79.806,2016,258.12
HUMBLE.,Kendrick Lamar,12,DAMN.,BALLARE - رقص,pop,post-teen pop,0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018,2017,177.0
Tiimmy Turner,Desiigner,4,Tiimmy Turner,BALLARE - رقص,pop,post-teen pop,0.602,0.723,6,-3.021,1,0.0405,0.168,0.0,0.0781,0.293,122.812,2016,239.85
Probleemkind,Esko,0,Probleemkind,BALLARE - رقص,pop,post-teen pop,0.726,0.562,1,-6.73,1,0.107,0.522,0.0,0.0829,0.326,150.074,2015,220.4
Krantenwijk,Lil Kleine,6,Alleen,BALLARE - رقص,pop,post-teen pop,0.929,0.794,9,-4.245,0,0.122,0.51,0.0,0.129,0.816,120.002,2017,202.89
ELEMENT.,Kendrick Lamar,4,DAMN.,BALLARE - رقص,pop,post-teen pop,0.73,0.686,4,-4.713,0,0.491,0.219,0.0,0.211,0.459,189.889,2017,208.73
King Kunta,Kendrick Lamar,10,To Pimp A Butterfly,BALLARE - رقص,pop,post-teen pop,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,2015,234.69
Boogie Wonderland,Mr. Belt & Wezol,1,Boogie Wonderland,BALLARE - رقص,pop,post-teen pop,0.724,0.891,0,-4.275,1,0.047,0.00448,0.0108,0.158,0.717,124.061,2016,168.2
Make U Love Me,Tujamo,2,Make U Love Me,BALLARE - رقص,pop,post-teen pop,0.718,0.89,2,-3.931,1,0.144,0.139,0.00103,0.341,0.31,124.943,2017,188.16
Ain't Nobody (Loves Me Better),Felix Jaehn,19,Ain't Nobody (Loves Me Better),BALLARE - رقص,pop,post-teen pop,0.768,0.567,2,-7.046,0,0.0312,0.66,0.000277,0.07,0.471,117.974,2015,186.15
Feel It Still,Portugal. The Man,66,Feel It Still,BALLARE - رقص,pop,post-teen pop,0.78,0.798,1,-5.151,0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969,2017,163.25
Stressed Out,Twenty One Pilots,83,Blurryface,BALLARE - رقص,pop,post-teen pop,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,2015,202.33
Rain Or Shine,Young Fathers,39,White Men Are Black Men Too,BALLARE - رقص,pop,post-teen pop,0.646,0.891,8,-2.904,0,0.0433,0.00445,0.89,0.127,0.106,142.024,2015,229.37
IDGAF,Dua Lipa,82,Dua Lipa (Deluxe),Post Teen Pop,pop,post-teen pop,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,2017,217.95
Drag Me Down,One Direction,76,Made In The A.M. (Deluxe Edition),Post Teen Pop,pop,post-teen pop,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,2015,192.12
There's Nothing Holdin' Me Back,Shawn Mendes,82,Illuminate (Deluxe),Post Teen Pop,pop,post-teen pop,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,2017,199.44
I Like Me Better,Lauv,79,I met you when I was 18. (the playlist),Post Teen Pop,pop,post-teen pop,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,2018,197.44
Attention,Charlie Puth,82,Voicenotes,Post Teen Pop,pop,post-teen pop,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,2018,208.79
Dancing With A Stranger (with Normani),Sam Smith,87,Dancing With A Stranger (with Normani),Post Teen Pop,pop,post-teen pop,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,2019,171.03
Symphony (feat. Zara Larsson),Clean Bandit,73,What Is Love? (Deluxe Edition),Post Teen Pop,pop,post-teen pop,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,2018,212.73
The Middle,Zedd,84,The Middle,Post Teen Pop,pop,post-teen pop,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,2018,184.73
Look What You Made Me Do,Taylor Swift,74,reputation (Big Machine Radio Release Special),Post Teen Pop,pop,post-teen pop,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,2017,211.85
Lips Are Movin,Meghan Trainor,67,Title (Deluxe),Post Teen Pop,pop,post-teen pop,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,2015,182.67
Cheap Thrills,Sia,77,This Is Acting,Post Teen Pop,pop,post-teen pop,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,2016,211.67
Big Plans,Why Don't We,80,Big Plans,Post Teen Pop,pop,post-teen pop,0.693,0.604,11,-5.279,1,0.0427,0.0668,0.0,0.114,0.651,75.014,2019,179.93
That's What I Like,Bruno Mars,82,24K Magic,Post Teen Pop,pop,post-teen pop,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,2016,206.69
My My My!,Troye Sivan,75,Bloom,Post Teen Pop,pop,post-teen pop,0.701,0.458,1,-7.749,1,0.0836,0.00407,0.000151,0.045,0.482,102.967,2018,204.73
PILLOWTALK,ZAYN,78,Mind Of Mine (Deluxe Edition),Post Teen Pop,pop,post-teen pop,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,2016,202.75
High Hopes,Panic! At The Disco,86,Pray for the Wicked,Post Teen Pop,pop,post-teen pop,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,2018,190.95
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,74,Back to You (feat. Bebe Rexha & Digital Farm Animals),Post Teen Pop,pop,post-teen pop,0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,2017,190.43
Young Dumb & Broke,Khalid,83,American Teen,Post Teen Pop,pop,post-teen pop,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,2017,202.55
Green Light,Lorde,73,Melodrama,Post Teen Pop,pop,post-teen pop,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,2017,234.65
Mama,Jonas Blue,74,Blue,Post Teen Pop,pop,post-teen pop,0.738,0.794,11,-4.118,0,0.0416,0.101,0.0,0.0533,0.566,104.014,2018,184.13
ILYSB,LANY,54,Make Out,Post Teen Pop,pop,post-teen pop,0.623,0.627,5,-6.73,1,0.0518,0.603,0.00908,0.316,0.459,100.04,2015,211.34
I Don't Wanna Love You Anymore,LANY,5,Thru These Tears / I Don’t Wanna Love You Anymore,Post Teen Pop,pop,post-teen pop,0.704,0.622,0,-8.29,1,0.0404,0.338,0.0,0.0915,0.5,104.984,2018,201.18
Dance To This (feat. Ariana Grande),Troye Sivan,74,Bloom,Post Teen Pop,pop,post-teen pop,0.736,0.756,11,-7.099,1,0.047,0.00632,0.00577,0.106,0.712,117.016,2018,231.85
I'm a Mess - Acoustic,Bebe Rexha,58,I'm a Mess (Acoustic),Post Teen Pop,pop,post-teen pop,0.748,0.406,1,-8.142,1,0.035,0.685,3.61e-06,0.118,0.811,100.034,2018,153.09
Déjà Vu,Katy Perry,53,Witness (Deluxe),Post Teen Pop,pop,post-teen pop,0.636,0.607,9,-6.895,0,0.064,0.318,0.000751,0.094,0.165,120.063,2017,197.84
Save As Draft,Katy Perry,50,Witness (Deluxe),Post Teen Pop,pop,post-teen pop,0.59,0.565,9,-7.231,1,0.0484,0.348,0.0,0.109,0.0519,131.76,2017,228.65
Miami,Nicki Minaj,46,Queen,Post Teen Pop,pop,post-teen pop,0.874,0.54,10,-7.084,1,0.417,0.217,0.00185,0.562,0.723,156.941,2018,190.75
Bon appétit,Katy Perry,67,Witness (Deluxe),Post Teen Pop,pop,post-teen pop,0.799,0.794,6,-5.834,1,0.0628,0.13,8.23e-05,0.221,0.524,106.031,2017,227.81
Chained To The Rhythm,Katy Perry,71,Witness (Deluxe),Post Teen Pop,pop,post-teen pop,0.446,0.8,0,-5.404,1,0.174,0.0814,0.0,0.199,0.474,189.89,2017,237.73
Witness,Katy Perry,52,Witness (Deluxe),Post Teen Pop,pop,post-teen pop,0.569,0.614,6,-8.808,0,0.0566,0.0356,0.000175,0.106,0.122,119.764,2017,250.51
Miss You More,Katy Perry,49,Witness (Deluxe),Post Teen Pop,pop,post-teen pop,0.58,0.48,2,-8.075,1,0.0321,0.223,0.0,0.113,0.262,123.801,2017,234.28
Act My Age,Katy Perry,41,Witness (Deluxe),Post Teen Pop,pop,post-teen pop,0.687,0.793,9,-5.461,1,0.0895,0.00708,0.0,0.375,0.622,112.057,2017,221.61
Chun-Li,Nicki Minaj,72,Queen,Post Teen Pop,pop,post-teen pop,0.69,0.729,6,-5.08,0,0.372,0.276,5.08e-05,0.106,0.478,128.96,2018,191.6
Hey Hey Hey,Katy Perry,55,Witness (Deluxe),Post Teen Pop,pop,post-teen pop,0.652,0.703,9,-5.632,1,0.0994,0.0516,0.0,0.0521,0.485,134.066,2017,214.96
Youth feat. Khalid,Shawn Mendes,11,Shawn Mendes,Post Teen Pop,pop,post-teen pop,0.518,0.596,6,-6.653,0,0.124,0.569,0.0,0.133,0.326,100.28,2018,190.87
POP/STARS,K/DA,75,POP/STARS,Post Teen Pop,pop,post-teen pop,0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036,2018,191.1
Poison,Rita Ora,60,Poison,Post Teen Pop,pop,post-teen pop,0.579,0.738,10,-5.711,1,0.0542,0.0821,1.52e-06,0.232,0.431,124.023,2015,202.91
God is a woman,Ariana Grande,46,Sweetener,Post Teen Pop,pop,post-teen pop,0.602,0.658,1,-5.947,1,0.055,0.0233,5.78e-05,0.229,0.28,145.084,2018,197.55
sweetener,Ariana Grande,40,Sweetener,Post Teen Pop,pop,post-teen pop,0.722,0.461,4,-6.428,1,0.0319,0.256,0.0,0.214,0.464,119.91,2018,208.49
no tears left to cry,Ariana Grande,40,Sweetener,Post Teen Pop,pop,post-teen pop,0.701,0.713,0,-5.507,1,0.0547,0.04,3.14e-06,0.267,0.361,121.934,2018,205.92
goodnight n go,Ariana Grande,39,Sweetener,Post Teen Pop,pop,post-teen pop,0.694,0.453,1,-7.069,1,0.0397,0.0213,0.0,0.0795,0.24,110.909,2018,189.51
successful,Ariana Grande,36,Sweetener,Post Teen Pop,pop,post-teen pop,0.848,0.601,0,-4.606,0,0.0399,0.107,7.75e-06,0.108,0.737,114.045,2018,227.39
7 rings,Ariana Grande,30,7 rings,Post Teen Pop,pop,post-teen pop,0.725,0.321,1,-10.744,0,0.323,0.578,0.0,0.0884,0.319,70.142,2019,178.64
R.E.M,Ariana Grande,69,Sweetener,Post Teen Pop,pop,post-teen pop,0.831,0.485,10,-6.677,0,0.15,0.375,1.47e-05,0.118,0.622,80.022,2018,245.67
Gorgeous,Taylor Swift,67,reputation (Big Machine Radio Release Special),Post Teen Pop,pop,post-teen pop,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,2017,209.68
R.E.M,Ariana Grande,39,Sweetener,Post Teen Pop,pop,post-teen pop,0.831,0.485,10,-6.677,0,0.151,0.391,1.92e-05,0.12,0.627,80.02,2018,245.67
